101,2016,175,1500,10.42,1416,12.9,1500,50.75,55.22,42.93,39.46,1409,17.64,20.18,17.29,213.4,30.62,9.02,7.73,213.4,30.62,14.11
103,2016,175,1500,9.98,1245,15.3,1201,49.97,59.55,42.93,39.46,1409,17.64,14.31,6.042,221.5,61.57,6.398,2.701,221.5,61.57,14.11
101,2016,175,1600,12.77,1500,14.5,1544,54.98,58.1,39.88,19.9,1503,8.9,12.01,9.72,196,35.38,5.368,4.344,196,35.38,13.93
101,2016,175,1700,11.72,1656,14.73,1637,53.09,58.51,56.93,23.72,1619,10.6,13.02,8.68,316.4,46.73,5.819,3.882,316.4,46.73,13.76
101,2016,175,1800,10.65,1757,12.82,1702,51.16,55.07,63.59,18.94,1703,8.47,9.81,9.56,350.2,12.85,4.385,4.275,350.2,12.85,13.63
103,2016,175,1800,10.65,1757,14.73,1637,51.16,58.51,63.59,23.72,1619,10.6,11.61,4.038,301.8,65.42,5.191,1.805,301.8,65.42,13.63
101,2016,175,1900,10.85,1800,12.36,1832,51.52,54.24,55.57,9.34,1801,4.174,5.942,5.785,328.8,13.14,2.656,2.586,328.8,13.14,13.5
101,2016,175,2000,10.93,1959,11.82,1906,51.68,53.28,54.14,9.12,1929,4.076,5.029,4.689,307.9,21.04,2.248,2.096,307.9,21.04,13.34
101,2016,175,2100,10.37,2011,11.41,2047,50.66,52.53,46.66,11,2042,4.919,7.1,6.994,219.5,10.06,3.175,3.126,219.5,10.06,13.25
103,2016,175,2100,10.37,2011,12.36,1832,50.66,54.24,46.66,11,2042,4.919,6.025,3.802,282.3,49.2,2.693,1.699,282.3,49.2,13.25
101,2016,175,2200,10.87,2156,11.41,2140,51.57,52.54,44.45,11.92,2135,5.33,7.61,7.48,228.3,10.5,3.401,3.343,228.3,10.5,13.15
101,2016,175,2300,9.33,2254,11.44,2203,48.8,52.59,61.28,21.53,2246,9.62,13.45,12.72,179.6,18.78,6.01,5.687,179.6,18.78,13.07
101,2016,175,2400,8.2,2325,9.77,2307,46.75,49.58,50.07,27.84,2308,12.44,14.42,12.85,173.1,26.73,6.448,5.746,173.1,26.73,13
103,2016,175,2400,8.2,2325,11.44,2203,46.75,52.59,50.07,27.84,2308,12.44,11.83,10.24,187.4,29.67,5.286,4.577,187.4,29.67,13
124,2016,175,2400,8.2,2325,15.47,1148,46.75,59.85,50.07,43.45,1106,19.42,12.17,8.27,203.2,45.86,5.441,3.697,203.2,45.86,13,11.08,51.95
101,2016,176,100,8.37,54,9.71,5,47.06,49.47,56.54,24.95,45,11.15,12.11,11.54,170.8,17.63,5.414,5.157,170.8,17.63,12.92
101,2016,176,200,7.87,158,8.6,100,46.17,47.48,61.2,20.87,101,9.33,12.15,11.67,160.5,16.24,5.433,5.214,160.5,16.24,12.9
101,2016,176,300,7.54,213,8.11,254,45.57,46.6,61.53,15.21,232,6.8,11.05,10.77,170.9,12.83,4.939,4.815,170.9,12.83,12.84
103,2016,176,300,7.54,213,9.71,5,45.57,49.47,61.53,24.95,45,11.15,11.77,11.28,167.3,16.49,5.262,5.044,167.3,16.49,12.84
101,2016,176,400,7.24,347,7.87,308,45.03,46.17,68.23,15.08,342,6.741,13.16,13.1,197,5.367,5.881,5.855,197,5.367,12.81
101,2016,176,500,7.24,418,7.68,429,45.03,45.82,71.4,15.04,423,6.722,12.78,12.63,190.5,8.76,5.713,5.646,190.5,8.76,12.79
101,2016,176,600,7.28,501,8.79,545,45.1,47.81,66.39,15.04,516,6.722,12.54,12.33,192.8,10.7,5.607,5.509,192.8,10.7,12.85
103,2016,176,600,7.24,347,8.79,545,45.03,47.81,66.39,15.08,342,6.741,12.83,12.67,193.5,8.95,5.734,5.664,193.5,8.94,12.85
