401,2018,85,1400,.066,2.809,.119,.307,.753,13.89
401,2018,85,1500,.066,2.753,.119,.307,.753,13.96
401,2018,85,1600,.066,2.719,.12,.017,.013,13.49
401,2018,85,1700,.066,2.692,.12,.016,.013,14.08
401,2018,85,1800,.066,2.64,.12,.015,.013,12.82
401,2018,85,1900,.066,2.591,.12,.016,.013,12.65
401,2018,85,2000,.066,2.55,.12,.015,.013,12.62
401,2018,85,2100,.066,2.494,.12,.016,.013,12.62
401,2018,85,2200,.066,2.45,.12,.017,.013,12.62
401,2018,85,2300,.066,2.41,.12,.017,.013,12.61
401,2018,85,2400,.066,2.388,.12,.017,.013,12.61
424,2018,85,2400,.066,2.53,.12,.016,.013,12.61
401,2018,86,100,.065,2.347,.12,.017,.013,12.59
401,2018,86,200,.065,2.295,.12,.016,.013,12.58
401,2018,86,300,.065,2.241,.12,.016,.013,12.57
401,2018,86,400,.065,2.182,.12,.017,.013,12.56
401,2018,86,500,.065,2.128,.12,.017,.014,12.55
401,2018,86,600,.065,2.093,.12,.018,.014,12.55
401,2018,86,700,.065,2.062,.12,.018,.014,12.57
401,2018,86,800,.065,2.06,.12,.019,.014,13.16
401,2018,86,900,.065,2.067,.12,.019,.014,13.98
401,2018,86,1000,.065,2.12,.12,.02,.015,14.11
401,2018,86,1100,.065,2.193,.12,.022,.016,14.01
401,2018,86,1200,.065,2.292,.12,.024,.016,13.94
401,2018,86,1300,.066,2.393,.12,.024,.016,13.9
401,2018,86,1400,.066,2.474,.12,.026,.018,13.87
401,2018,86,1500,.066,2.563,.12,.023,.016,13.87
401,2018,86,1600,.066,2.6,.12,.025,.017,13.85
401,2018,86,1700,.066,2.635,.12,.024,.017,13.87
401,2018,86,1800,.066,2.658,.12,.022,.016,13.1
401,2018,86,1900,.066,2.638,.12,.022,.016,13.01
401,2018,86,2000,.066,2.559,.12,.022,.016,12.96
401,2018,86,2100,.066,2.471,.12,.023,.016,12.91
401,2018,86,2200,.066,2.402,.12,.024,.016,12.86
401,2018,86,2300,.066,2.335,.12,.024,.016,12.8
401,2018,86,2400,.065,2.268,.12,.023,.016,12.73
424,2018,86,2400,.066,2.337,.12,.021,.015,12.73
401,2018,87,100,.065,2.221,.12,.022,.016,12.66
401,2018,87,200,.065,2.158,.12,.022,.016,12.61
401,2018,87,300,.065,2.085,.12,.023,.016,12.59
401,2018,87,400,.065,2.052,.12,.023,.016,12.56
401,2018,87,500,.065,2.022,.12,.023,.016,12.54
401,2018,87,600,.065,2.002,.12,.024,.017,12.54
401,2018,87,700,.065,1.994,.121,.025,.017,12.54
401,2018,87,800,.065,2.018,.121,.027,.018,12.63
401,2018,87,900,.066,2.064,.122,.027,.018,13.96
401,2018,87,1000,.066,2.154,.122,.029,.019,14.04
401,2018,87,1100,.067,2.324,.122,.031,.02,13.96
401,2018,87,1200,.067,2.339,.123,.036,.023,13.88
401,2018,87,1300,.067,2.409,.123,.033,.021,13.84
401,2018,87,1400,.068,2.51,.123,.033,.021,13.81
401,2018,87,1500,.068,2.586,.122,.03,.02,13.87
401,2018,87,1600,.067,2.613,.122,.029,.019,13.29
401,2018,87,1700,.067,2.576,.122,.028,.019,13.15
401,2018,87,1800,.067,2.474,.122,.029,.019,13.03
401,2018,87,1900,.067,2.381,.122,.029,.019,12.98
401,2018,87,2000,.067,2.287,.122,.028,.019,12.93
401,2018,87,2100,.067,2.241,.123,.029,.019,12.88
401,2018,87,2200,.067,2.178,.123,.03,.019,12.84
401,2018,87,2300,.066,2.085,.122,.029,.019,12.8
401,2018,87,2400,.066,2.028,.123,.029,.019,12.74
424,2018,87,2400,.066,2.242,.122,.028,.018,12.74
401,2018,88,100,.066,2.046,.123,.029,.019,12.68
401,2018,88,200,.067,2.09,.123,.029,.019,12.65
401,2018,88,300,.067,2.115,.123,.029,.019,12.62
401,2018,88,400,.067,2.101,.123,.029,.019,12.59
401,2018,88,500,.067,2.07,.123,.029,.019,12.57
401,2018,88,600,.067,2.038,.123,.029,.019,12.55
401,2018,88,700,.067,2.016,.123,.029,.019,12.55
401,2018,88,800,.067,2.015,.123,.029,.019,14.04
401,2018,88,900,.067,2.03,.123,.029,.019,13.56
401,2018,88,1000,.067,2.076,.123,.03,.02,13.73
401,2018,88,1100,.067,2.23,.124,.034,.022,14.02
401,2018,88,1200,.067,2.205,.124,.173,.633,13.92
401,2018,88,1300,.067,2.208,.124,.467,1.985,13.9
401,2018,88,1400,.067,2.269,.124,.468,1.997,13.83
401,2018,88,1500,.068,2.386,.124,.465,1.973,13.81
401,2018,88,1600,.068,2.456,.124,.465,1.968,13.82
401,2018,88,1700,.068,2.538,.124,.464,1.963,13.7
401,2018,88,1800,.068,2.578,.124,.464,1.958,13.15
401,2018,88,1900,.068,2.548,.124,.463,1.951,13.06
401,2018,88,2000,.069,2.476,.125,.463,1.954,13.01
401,2018,88,2100,.069,2.395,.126,.463,1.951,12.96
401,2018,88,2200,.068,2.328,.125,.462,1.936,12.91
401,2018,88,2300,.068,2.272,.125,.461,1.93,12.85
401,2018,88,2400,.068,2.224,.125,.461,1.934,12.8
424,2018,88,2400,.067,2.238,.124,.253,1.014,12.8
401,2018,89,100,.068,2.184,.125,.462,1.942,12.76
401,2018,89,200,.068,2.142,.126,.463,1.945,12.72
401,2018,89,300,.068,2.105,.126,.463,1.947,12.67
401,2018,89,400,.068,2.088,.126,.463,1.95,12.63
401,2018,89,500,.068,2.065,.126,.463,1.949,12.6
401,2018,89,600,.068,2.05,.126,.463,1.949,12.58
401,2018,89,700,.068,2.05,.126,.463,1.951,12.61
401,2018,89,800,.068,2.054,.126,.465,1.969,13.9
401,2018,89,900,.069,2.078,.127,.466,1.976,13.38
401,2018,89,1000,.069,2.127,.126,.466,1.977,13.5
401,2018,89,1100,.069,2.298,.127,.471,2.033,13.89
401,2018,89,1200,.069,2.164,.126,.375,1.19,13.77
401,2018,89,1300,.069,2.233,.127,.071,.05,13.77
401,2018,89,1400,.07,2.3,.127,.073,.052,13.74
401,2018,89,1500,.07,2.41,.128,.07,.05,13.7
401,2018,89,1600,.07,2.491,.128,.083,.063,13.68
401,2018,89,1700,.071,2.552,.128,.081,.061,13.49
401,2018,89,1800,.071,2.64,.129,.079,.059,13.15
401,2018,89,1900,.071,2.595,.128,.079,.058,13.08
401,2018,89,2000,.07,2.512,.128,.078,.058,13
401,2018,89,2100,.071,2.429,.129,.078,.057,12.98
401,2018,89,2200,.071,2.361,.129,.078,.057,12.94
401,2018,89,2300,.071,2.304,.129,.079,.058,12.9
401,2018,89,2400,.071,2.267,.129,.079,.059,12.86
424,2018,89,2400,.071,2.459,.129,.079,.059,12.86
401,2018,90,100,.071,2.242,.13,.079,.059,12.83
401,2018,90,200,.071,2.216,.13,.08,.06,12.79
401,2018,90,300,.071,2.207,.131,.081,.06,12.75
401,2018,90,400,.071,2.189,.131,.081,.061,12.71
401,2018,90,500,.072,2.18,.132,.081,.061,12.69
401,2018,90,600,.072,2.173,.132,.081,.061,12.66
401,2018,90,700,.072,2.167,.133,.082,.062,12.68
401,2018,90,800,.073,2.166,.134,.083,.063,13.76
401,2018,90,900,.073,2.187,.135,.086,.066,13.39
401,2018,90,1000,.074,2.251,.136,.087,.068,13.67
401,2018,90,1100,.075,2.437,.137,.093,.075,13.81
401,2018,90,1200,.075,2.414,.137,.098,.081,13.75
401,2018,90,1300,.075,2.399,.137,.094,.076,13.74
401,2018,90,1400,.075,2.506,.137,.097,.08,13.68
401,2018,90,1500,.076,2.591,.137,.094,.077,13.7
401,2018,90,1600,.076,2.624,.138,.097,.08,13.71
401,2018,90,1700,.076,2.638,.137,.098,.082,13.78
401,2018,90,1800,.075,2.611,.136,.098,.082,13.16
401,2018,90,1900,.076,2.537,.137,.099,.083,13.08
401,2018,90,2000,.075,2.449,.137,.101,.085,13.03
401,2018,90,2100,.076,2.385,.138,.102,.087,12.99
401,2018,90,2200,.076,2.345,.14,.103,.088,12.96
401,2018,90,2300,.077,2.325,.141,.103,.089,12.93
401,2018,90,2400,.078,2.306,.142,.104,.09,12.9
424,2018,90,2400,.074,2.356,.136,.092,.074,12.9
401,2018,91,100,.078,2.292,.143,.106,.092,12.87
401,2018,91,200,.079,2.28,.145,.108,.095,12.84
401,2018,91,300,.08,2.268,.146,.109,.097,12.8
401,2018,91,400,.081,2.263,.148,.109,.098,12.77
401,2018,91,500,.081,2.264,.149,.111,.099,12.74
401,2018,91,600,.082,2.26,.15,.111,.1,12.71
401,2018,91,700,.083,2.259,.153,.113,.102,12.77
401,2018,91,800,.084,2.286,.153,.116,.108,13.43
401,2018,91,900,.084,2.356,.154,.118,.11,13.74
401,2018,91,1000,.084,2.452,.153,.12,.115,13.81
401,2018,91,1100,.084,2.573,.152,.123,.12,13.77
401,2018,91,1200,.084,2.624,.152,.129,.13,13.74
401,2018,91,1300,.084,2.653,.152,.13,.131,13.72
401,2018,91,1400,.084,2.735,.151,.132,.135,13.69
401,2018,91,1500,.084,2.794,.151,.13,.132,13.67
401,2018,91,1600,.084,2.811,.151,.133,.137,13.71
401,2018,91,1700,.084,2.781,.151,.135,.141,13.77
401,2018,91,1800,.084,2.683,.151,.136,.142,13.16
401,2018,91,1900,.084,2.566,.152,.136,.143,13.07
401,2018,91,2000,.085,2.467,.154,.138,.148,13.03
401,2018,91,2100,.085,2.402,.155,.142,.154,12.99
401,2018,91,2200,.085,2.359,.155,.143,.156,12.96
401,2018,91,2300,.085,2.33,.155,.144,.158,12.92
401,2018,91,2400,.085,2.314,.156,.145,.161,12.89
424,2018,91,2400,.083,2.461,.151,.126,.125,12.89
401,2018,92,100,.086,2.302,.157,.147,.164,12.86
401,2018,92,200,.086,2.275,.158,.149,.17,12.82
401,2018,92,300,.086,2.259,.159,.151,.173,12.79
401,2018,92,400,.086,2.25,.159,.153,.177,12.75
401,2018,92,500,.087,2.245,.159,.155,.182,12.72
401,2018,92,600,.087,2.238,.16,.156,.185,12.69
401,2018,92,700,.086,2.22,.158,.157,.187,12.69
